PollenDist	MaxPollenDist	WDivFathers
3.1425874	7.5212574	0.1322314
4.945506	11.696741	0.2107438
4.472038	8.62443	0.3372781
4.120418	8.951446	0.50617284
10.646523	19.58313	0.13580246
4.3714323	6.981447	0.43801653
9.04127	12.245443	0.09090909
10.524308	22.441278	0.203125
4.406776	15.012483	0.37716264
7.404805	16.0	0.13609467
4.5040236	12.724736	0.23
9.134211	22.033236	0.114583336
5.797439	12.492898	0.22
2.8405519	5.590908	0.54
9.681526	19.786358	0.2244898
6.0157666	16.822983	0.17333333
5.505884	5.785929	0.52
5.335608	19.537842	0.23251417
3.0059807	5.7193923	0.2734375
5.7545805	18.553244	0.23356009
10.263529	16.0	0.15625
3.6573172	15.260341	0.25
4.210055	6.2265515	0.24567474
5.8301396	9.197711	0.1875
6.866549	25.937141	0.15
4.7406454	12.302738	0.14285715
6.7621574	8.976122	0.11111111
6.015131	11.503742	0.17901234
5.0502515	9.998788	0.25
5.9550695	13.275842	0.24260356
8.568856	14.149113	0.15625
7.7401404	7.7401404	1.0
4.0030527	16.405766	0.38
6.7973475	20.264809	0.1953125
7.8098426	15.752763	0.19387755
4.990915	16.591036	0.25
3.271963	9.637322	0.26222223
8.907384	10.897627	0.2734375
4.318396	18.744873	0.31555554
4.5485973	4.93736	0.3888889
9.183276	17.39676	0.13609467
6.3168125	7.5845447	0.32
7.2588034	17.720451	0.38271606
6.2228823	17.109314	0.15432099
7.106513	10.014601	0.21428572
6.425688	13.542779	0.1424
7.596928	13.6299305	0.2520661
3.7833111	11.988037	0.20221607
4.5632577	12.703042	0.31487888
3.7824037	13.321643	0.64285713
6.961786	11.058652	0.28
4.6232533	14.510654	0.17159763
9.818223	27.74704	0.13265306
3.3867424	4.657807	0.35180056
7.0929847	10.29766	0.18367347
3.2380958	5.881308	0.26
7.7159076	12.129033	0.13580246
5.6589017	11.319991	0.25619835
10.5352335	23.163586	0.17768595
7.188578	27.52962	0.19092627
6.5998797	9.8598175	0.33333334
5.3780975	13.880366	0.3837429
3.895578	11.314891	0.2888889
6.213607	19.583447	0.16
8.369771	10.345581	0.5
11.598683	19.977459	0.0926276
5.0624356	13.105403	0.14814815
5.8887677	20.5237	0.16262975
4.732448	28.120703	0.2465374
3.8719723	15.161499	0.24074075
7.346392	11.297371	0.2
5.68245	16.128166	0.175
5.7073135	14.289633	0.2520661
7.0330706	11.185241	0.19723183
4.821595	14.379239	0.18559557
7.262408	18.847979	0.1734694
3.8121195	4.9697204	0.43209878
7.4203687	21.8056	0.13777778
8.739827	10.113133	0.42857143
5.683841	16.355589	0.22727273
6.5373683	11.671461	0.18055555
4.9318104	7.174983	0.27272728
6.461751	20.460012	0.14
2.5920262	10.184613	0.4814815
7.2989316	18.094067	0.13573407
7.7410727	12.551493	0.13265306
3.7278073	14.56449	0.296875
5.9283576	11.232503	0.11418685
8.65203	18.61145	0.125
7.835389	16.004461	0.20888889
4.3226333	8.582502	0.20661157
7.278042	30.402218	0.15192744
11.947674	27.811323	0.16319445
11.776708	18.401146	0.095
6.9488378	17.54883	0.21428572
5.9031	13.232108	0.22666667
9.209634	19.31031	0.16049382
3.048535	3.1413379	0.70247936
8.071939	16.423557	0.12
7.7779875	17.402737	0.138322
5.4863167	8.396693	0.43209878
3.225919	8.710328	0.43209878
4.574502	10.2608385	0.13580246
6.175521	9.467765	0.34
4.9828997	7.5396543	0.23
3.827933	7.238015	0.24260356
7.819419	14.652304	0.15432099
6.6990805	14.25688	0.2249135
15.339495	32.209896	0.3877551
2.96819	11.289715	0.2802768
4.7693543	7.228851	0.3125
7.1095147	10.190656	0.20408164
10.401276	12.428924	0.375
4.5152974	28.652737	0.28
2.7194157	9.017881	0.48347107
4.618875	9.273762	0.3671875
5.744428	9.190693	0.2662722
9.953925	21.028017	0.28395063
5.818466	15.07217	0.12345679
5.050888	16.81326	0.18367347
4.585446	10.613189	0.2802768
8.358181	12.367376	0.12
7.084659	18.036932	0.18055555
8.872781	33.421032	0.24691358
9.892155	17.03116	0.16666667
6.201727	8.550453	0.34911242
8.630726	14.08836	0.3125
9.193152	26.723078	0.20661157
3.4546497	14.62342	0.52249134
4.6480737	10.070711	0.24305555
6.2828336	19.715109	0.1328125
4.55352	7.701385	0.26
6.5277724	10.177638	0.28922495
7.246739	21.928818	0.13905326
3.9085178	5.1431193	0.25
10.019129	19.046185	0.26
2.1833005	3.198203	0.5510204
9.409398	32.40849	0.21875
6.006551	8.235837	0.34375
5.444676	13.093768	0.4814815
4.0436673	20.537636	0.41289437
7.162211	17.24251	0.28994083
5.2826934	11.859493	0.16343491
4.4984107	20.242477	0.34888887
5.5304737	19.967861	0.19421488
4.5840445	14.691206	0.22189349
5.248488	19.585203	0.245
7.7716866	13.755087	0.16262975
3.190334	12.898364	0.60946745
5.930071	12.194688	0.15432099
10.323051	18.914934	0.1953125
2.4065392	6.8963223	0.45041323
7.2969403	20.522255	0.19008264
4.994627	9.713945	0.26643598
10.174392	39.01608	0.091412745
7.4478703	7.569641	0.5
5.343032	8.264764	0.26643598
6.6159434	14.01299	0.12244898
6.2005157	8.233185	0.25
4.1292524	12.496203	0.32098764
4.663288	15.167714	0.3043478
4.7777805	12.308446	0.1446281
6.113988	15.403498	0.12888889
4.600234	5.2867103	0.5
4.4253063	14.958096	0.26275992
6.2033763	12.320388	0.11
9.915871	28.901669	0.10018904
6.581027	13.670201	0.18367347
7.804231	21.801844	0.09
10.266795	21.21002	0.17355372
