PathDist	MaxDist
137.03198	23.202879
138.01878	33.249928
177.1866	22.012627
176.62999	31.388943
190.0532	15.081671
199.52347	25.553625
201.99376	23.748825
200.24524	39.816196
194.66466	20.463463
200.52695	21.353392
200.27408	24.846176
187.34691	29.602085
200.40395	36.329876
200.47992	18.795084
208.4134	23.420187
200.24117	20.806581
200.85571	26.203493
200.06528	20.367191
216.10861	35.776913
209.62944	24.464972
205.77214	26.221727
206.48187	26.817749
211.68176	25.753447
200.1315	43.03723
208.36635	17.054276
214.4654	21.952408
220.81145	17.90483
200.6394	29.412352
235.78107	67.39553
220.10208	34.105034
220.99455	27.426348
221.17758	40.474293
218.3606	41.40265
221.17294	38.45352
232.63478	32.28955
229.10088	33.611195
234.32742	34.012123
244.17715	34.780666
228.46294	45.42521
226.90648	44.150364
229.36145	50.874847
231.24243	28.613058
236.4595	41.31917
243.69006	19.460001
247.69745	47.627335
251.77733	30.103573
224.81834	45.722534
232.71118	60.78978
240.31126	31.470818
246.3818	42.238033
247.33362	33.574898
235.57722	33.81418
251.54263	36.31955
258.76773	33.895943
249.33838	58.20196
244.09286	24.179043
234.28127	33.209522
253.74577	20.96739
240.68466	31.478014
244.20721	30.032768
254.9109	25.866873
265.32306	30.918028
263.19446	32.841488
260.31528	31.06456
269.35236	52.345867
264.7815	25.527195
266.04227	59.92095
271.66925	25.919594
263.91855	31.504368
264.6954	21.240253
276.8659	56.149025
265.62042	39.171722
267.47568	63.423515
264.71716	41.272472
266.50482	23.4514
256.16467	53.33046
266.50494	27.908613
278.89252	49.487003
278.33807	60.432617
284.21805	34.41504
262.41922	20.490461
279.26392	48.607876
290.6372	32.937103
291.47	34.8991
284.9073	30.642714
280.94437	20.018938
284.66833	29.853735
275.20285	26.169382
285.14288	36.056446
293.2177	37.445854
300.67142	39.143124
294.38788	21.22092
286.52933	45.775723
300.2653	35.454273
300.2957	45.913033
290.28503	44.295727
282.78717	35.833916
300.99695	27.931557
290.0461	60.650036
300.68167	27.24812
290.52432	22.53895
300.0691	27.224812
300.0121	52.40661
300.1917	45.006466
285.1992	27.38279
300.1558	49.087406
280.29993	25.533247
300.02185	56.520206
300.57043	42.65694
294.4835	34.528893
302.0954	25.668816
300.39066	42.724277
300.89896	35.0373
300.3579	26.694263
300.26007	42.307537
300.50543	31.032469
300.2154	48.316643
291.88324	25.221987
300.6169	36.895657
297.5131	25.7604
300.44162	27.29936
300.20374	39.44073
309.96677	39.505936
300.43433	47.576122
300.52097	42.38106
300.1013	59.94005
297.0663	43.412483
300.2475	20.910677
300.23306	65.70754
300.62375	43.000206
300.91782	34.524414
290.81723	25.182974
300.87457	41.2456
300.27423	58.77622
301.27313	32.408813
300.05255	26.471924
300.45178	46.518883
304.15686	51.61316
300.16882	45.514847
303.7277	29.115993
304.70856	31.690723
300.81436	61.9725
306.75836	66.33596
300.11703	59.519135
311.81137	25.825119
300.07623	32.312717
300.0732	46.596447
300.56964	29.916557
300.35284	41.414474
300.89618	46.424778
300.03766	44.892082
301.05295	31.652756
310.91824	31.447744
300.4918	44.263878
300.65927	30.992285
300.29996	30.983423
300.26703	40.37944
311.62997	42.11845
315.5915	26.730032
282.5374	22.399065
309.54523	55.183937
300.28757	63.3019
311.17538	21.240387
306.36472	34.9291
300.03534	23.698565
300.46115	34.499695
301.65164	26.989748
300.51157	35.189594
306.26965	37.502144
300.02042	25.344841
308.89606	43.611897
300.81757	32.752037
300.00824	40.93533
305.95355	29.593868
307.43607	31.275597
303.2656	29.311481
313.09842	47.748135
305.45642	92.975914
300.1881	28.703339
300.06174	48.56718
307.1704	32.49809
318.84805	32.0156
300.618	57.031418
316.77838	28.237263
328.65588	42.295094
309.92657	16.515163
315.37616	51.39849
307.45944	37.68624
327.99326	28.652903
308.85684	84.29746
323.90863	41.97392
313.14487	31.561903
315.0428	39.560673
317.99307	61.5591
306.33548	52.26406
311.3849	44.648148
319.9764	26.335644
309.78152	18.978765
327.3063	50.663406
328.76782	16.247808
323.3084	18.345629
335.72818	53.36048
325.42322	48.25598
331.70822	35.64312
333.20435	54.531345
320.58115	32.369804
330.38998	27.371962
333.24158	35.4915
336.66467	39.929676
323.8921	47.052155
329.64417	42.489227
337.31735	33.184853
339.66095	58.82012
327.88446	61.639423
326.93484	25.981482
332.5906	32.174763
326.4052	45.739243
333.651	20.815643
317.54813	29.393375
339.35837	33.594727
336.35028	39.05063
339.625	63.64912
332.63983	52.328815
334.29895	49.733192
335.73303	61.374092
347.91064	62.450752
339.9493	31.111666
322.55975	37.870037
339.4981	35.235237
312.8107	35.438335
344.87012	97.53229
340.61493	34.251305
325.785	29.910582
348.40076	49.252205
336.08005	31.104734
350.6958	41.781906
344.7051	47.06707
338.85782	57.315746
335.044	44.909172
343.8174	22.465654
347.15262	36.86228
339.52158	48.359615
355.20926	25.871853
355.35974	39.09005
333.50104	39.881233
347.50732	32.495796
333.48633	65.578316
347.166	32.234806
356.61298	50.623665
353.11423	51.898483
350.57172	55.63038
343.7788	38.69801
351.93402	57.331295
357.38895	53.554554
368.21234	23.794819
345.77963	23.452831
374.06262	57.38417
345.02695	42.278034
345.346	26.609184
364.4314	59.629356
361.99338	36.35085
351.8849	47.21082
351.17938	40.58505
369.93787	73.490875
360.74948	34.140274
359.5134	31.987453
361.29126	57.191113
348.8149	18.77428
352.1877	28.356312
364.4513	40.819828
363.44583	32.001354
357.29102	51.117794
363.8714	41.202824
370.5689	51.954617
368.91895	51.80005
352.4266	54.492535
352.91992	20.537577
361.02893	28.35716
380.81888	76.08045
359.61026	43.400536
371.6893	40.7624
370.8983	46.1482
359.0663	52.02879
365.64728	57.081642
362.58377	64.12959
383.17075	60.284275
389.5814	59.896202
371.93634	55.512974
370.02026	43.376545
381.2777	56.702755
366.21927	40.15205
371.81018	75.288216
376.39886	59.268906
374.1007	67.41314
380.33392	37.585735
380.61227	50.636223
381.4085	36.26529
365.6752	37.38637
367.5633	30.334116
378.4713	58.977444
378.17517	45.84892
380.88342	51.573593
381.2297	50.263508
387.7823	42.56741
379.62253	49.258263
374.69284	27.094261
394.19843	59.56492
377.30203	44.720123
378.42853	41.16156
373.7781	50.483788
386.31012	34.88155
385.43225	29.168636
380.3959	63.944317
400.279	40.46889
384.36978	38.20956
367.19925	16.942616
385.7416	58.81838
379.7006	39.061077
392.35944	28.776848
386.3614	34.469593
400.16672	60.013535
392.45642	54.478123
386.0886	26.956339
397.29968	56.291145
400.2084	40.359344
387.0348	34.63578
400.03122	39.70003
400.64948	79.12132
400.57846	38.763535
375.11194	26.350348
400.12897	56.908836
400.50656	61.90201
400.43686	57.319168
375.6692	65.133156
400.17203	43.353714
400.34848	42.011536
400.1984	26.908068
388.34113	97.12956
388.56097	37.94181
397.84946	48.762665
400.5028	61.65198
400.51636	37.05932
400.251	50.457108
385.65247	45.7545
400.6162	65.35967
395.65552	33.425514
400.87482	46.85176
390.6078	63.2733
400.0733	78.506165
400.22464	47.77823
400.08658	49.954266
400.29794	43.7505
400.71332	59.315075
381.0475	25.210749
400.4037	47.722057
398.06458	79.71311
376.07535	19.556835
400.07553	56.781914
400.09308	42.291645
400.175	78.99626
400.70792	35.52142
400.95358	58.92577
402.81274	40.15891
400.5838	47.31346
394.08893	38.90015
389.42862	31.44533
396.77774	38.405746
400.6647	56.107048
400.037	42.608395
400.1195	47.081005
400.66254	77.1171
400.09805	59.971375
400.1714	30.52689
395.66272	43.987175
392.43405	59.909767
400.45508	59.167885
392.83676	39.184307
408.9634	37.93513
400.06683	30.208178
389.92764	42.034866
400.2759	38.4998
400.2579	33.531776
400.14685	70.28813
400.74237	37.53614
390.7055	59.674713
400.30704	65.80406
400.10168	38.845634
400.43726	64.8858
400.87775	47.04997
401.062	35.48312
400.3583	64.382996
399.80566	40.083645
400.05127	40.427345
400.03284	29.80541
383.2801	32.6644
400.69672	53.667713
400.15405	25.423368
400.7132	69.03413
400.06876	64.39639
403.10837	40.88794
396.23776	71.658035
400.82974	45.903267
400.29272	29.842909
400.2542	58.445557
400.1378	24.455801
402.3103	76.694595
400.6914	26.244358
400.22604	53.220505
402.81754	87.11239
400.33337	46.031055
398.37372	49.26266
409.70306	37.823605
404.86115	30.97402
400.43604	24.538044
400.7243	57.975803
400.0751	41.861095
400.23172	29.108082
400.21796	65.79354
400.7233	30.288342
405.89987	34.98855
400.3619	35.412533
400.3618	39.66216
400.23663	62.417294
400.40445	36.321724
400.55777	37.563457
400.51794	52.540585
411.37955	45.541187
400.16818	42.482403
400.66217	52.59616
400.29297	50.847095
403.68027	44.612045
400.02353	29.152706
415.06628	40.106518
400.37543	51.20125
390.8913	49.22884
400.3456	44.899586
406.26282	60.940704
400.72687	45.359028
400.3734	71.33031
400.08987	52.263786
408.4166	43.17134
418.60983	33.280384
400.25845	27.73298
400.55505	52.683575
400.0852	68.62069
415.12628	29.385294
400.24606	70.62836
400.04224	76.569954
400.1817	49.397655
407.88138	52.119602
400.8698	36.07229
400.5648	47.691795
400.17627	47.207703
411.9764	53.501938
400.0393	38.625156
400.74136	54.626606
400.28497	43.19968
400.41547	37.110634
400.1139	23.520737
400.61484	48.100487
400.29477	57.255585
400.0915	36.94837
400.2044	109.13747
408.69336	43.412575
400.57776	53.23842
393.56757	47.150124
400.47504	44.105045
400.4303	45.4949
400.43427	44.02233
400.3646	26.195404
400.16275	28.035744
400.00504	36.262383
413.9111	41.79236
404.38733	33.74326
433.6192	91.84007
400.81522	50.02406
401.13177	40.441334
409.9134	44.1785
400.026	29.410883
407.13962	50.43156
400.1174	38.80862
400.44067	33.673637
400.94135	87.958115
400.69684	53.370396
400.576	29.369074
409.48438	47.55742
418.60007	79.733025
391.40884	70.683876
406.69507	73.50482
414.9515	34.914272
400.27322	32.98653
411.7602	52.57647
421.45596	32.82593
400.65173	22.191467
400.09937	61.60902
400.53976	56.73876
385.435	26.060051
421.1133	22.681536
414.2159	62.814636
400.8145	48.33904
400.55237	44.288174
404.18036	78.868324
400.33112	40.265484
410.67618	89.455864
422.95068	68.54898
404.90338	35.49887
425.15103	50.710594
441.7491	50.260376
400.37344	24.991005
400.03506	36.008675
400.03278	20.102629
400.40497	35.68748
413.6877	52.90244
414.82126	53.503387
431.42697	52.900787
424.5576	52.682438
418.21115	53.190292
412.0865	63.559116
409.861	44.466614
418.6164	30.135096
400.51837	37.972282
413.8972	81.319824
416.42368	27.060112
418.73856	37.43603
412.41513	30.647886
416.43015	28.377832
422.08307	44.469177
418.98593	72.20045
423.71292	50.84925
423.3312	30.604324
427.5987	31.730286
416.43872	53.60859
418.05582	62.65321
411.36145	20.291292
427.37402	57.126232
421.94986	49.99002
426.9568	40.99419
438.8296	60.24904
436.1635	66.026375
425.2188	31.930107
428.34357	45.46115
434.76782	36.662342
423.50696	43.520485
400.08728	40.189335
428.2075	60.89223
439.6016	30.545574
442.6858	29.645502
433.27698	49.335957
