PathDist	MaxDist
31.566874	7.238818
31.049757	7.546567
45.580193	6.5352693
38.76329	9.333058
45.999672	7.266171
44.8685	17.238453
38.56801	8.672378
42.807625	12.424352
47.128292	11.971644
51.64099	10.491517
48.221306	12.632465
50.544205	12.684441
49.5333	15.558494
51.56696	21.52506
49.72085	16.64669
53.49906	13.144766
50.381462	7.068751
55.01496	9.480388
57.950188	7.1594143
46.272877	17.656599
49.747826	7.188672
58.09767	11.950946
53.93745	9.867277
46.618877	14.237209
55.744507	12.5270815
56.334606	13.072249
60.07956	15.964655
53.361454	15.134637
53.67497	13.8397455
53.83161	10.481218
52.20248	9.927256
51.323967	11.135596
57.16907	24.600964
56.034275	16.840536
59.045887	8.991567
56.421703	9.566557
59.833096	14.244668
54.77497	9.165402
57.3837	12.286548
56.368954	14.004779
57.32065	14.476379
55.3955	13.931463
59.578365	19.515482
61.77296	25.244537
61.82192	21.655
60.629642	16.243176
60.890457	27.963654
61.58698	6.9421287
64.409164	17.450989
59.09386	11.720864
50.891277	5.8988867
60.39528	13.093884
58.47583	14.775094
60.852867	19.030422
64.69905	19.875193
65.467186	19.493042
61.83669	21.760607
62.256214	12.028552
55.564987	11.279807
62.23163	10.927258
59.60378	12.94057
64.52922	21.395962
62.167618	9.773948
65.30319	16.879383
59.35897	11.868699
65.9857	20.94548
57.57512	15.923151
62.297554	11.884427
62.833607	12.464416
59.309254	15.735273
63.386356	9.5318985
63.246696	12.638909
62.112587	10.498489
64.17634	13.102955
64.595	14.094998
67.414795	10.159359
53.95712	7.6972413
63.526543	16.024584
57.44161	16.51661
65.32305	9.248514
71.15243	23.101805
67.36785	8.438338
67.115974	24.731884
64.52491	15.947201
68.22219	15.798992
68.53068	18.952263
62.845917	14.147236
70.83378	25.15683
62.87015	6.4088187
66.31448	21.179304
73.574814	25.21687
65.91358	10.12281
69.172066	29.303944
69.447754	16.366446
64.822945	12.2908
69.92066	14.491028
66.67931	16.085962
68.40509	9.919291
69.19249	9.561395
65.35177	25.564688
71.042534	12.825513
68.52491	13.850862
