PollenDist	MaxPollenDist	WDivFathers
6.3597035	13.022379	0.32544377
6.2627378	10.146008	0.30177516
6.7918715	25.763466	0.26222223
12.161246	22.627417	0.36507937
9.489538	10.830225	0.33333334
6.0326905	14.288369	0.28395063
9.895821	14.043314	0.5555556
5.964868	13.626509	0.4
11.04299	18.848602	0.25
6.4835067	16.0	0.3877551
10.455448	16.000847	0.33333334
3.953002	9.269822	0.5555556
2.5083363	3.547428	0.50222224
9.317473	17.54802	0.34375
5.708274	12.642337	0.23469388
6.988495	8.006143	0.52
6.5363436	18.523647	0.38016528
8.868709	23.107553	0.3888889
4.150471	12.343144	0.654321
9.081758	37.00411	0.74489796
6.9135513	8.871698	0.46875
4.912277	16.0	0.5510204
2.5738115	9.522675	0.80246913
11.539724	14.586891	0.3877551
19.357422	22.714846	0.5
7.497481	15.458771	0.26
5.1587706	7.124596	0.32231405
10.483339	20.810534	0.25
10.250101	12.273558	0.375
8.524752	13.891399	0.5
20.465864	42.58046	0.1570248
2.9544723	9.647805	0.59375
5.467352	10.321136	0.5
10.685039	20.838072	0.1736111
5.54178	21.664314	0.30795848
7.2981944	18.183622	0.13636364
5.596357	34.539993	0.6234568
12.088699	13.003013	0.5
6.880513	14.367482	0.2711111
6.223721	9.376077	0.4463668
7.8314443	10.768801	0.5555556
7.534632	9.924283	0.3877551
10.954316	34.75212	0.2781065
5.6764617	9.283782	0.2711111
18.246157	41.312443	0.34375
8.044291	10.13866	0.34375
7.3610435	20.192312	0.64285713
4.825165	16.980556	0.33333334
5.9214087	21.1764	0.3739612
8.043524	13.730622	0.16863905
9.707378	15.350843	0.20987654
15.573035	21.852423	0.1597633
7.9867215	15.856336	0.338843
8.923344	17.635555	0.25619835
11.886993	21.76122	0.20888889
8.44632	22.363243	0.27272728
10.049361	14.392408	0.3888889
10.744417	24.991558	0.09876543
6.1971045	19.6172	0.2662722
5.3976145	8.777872	0.50617284
NaN	0.0	NaN
8.462193	16.803053	0.4375
3.3729322	6.8643336	0.5555556
5.1008854	14.524351	0.6796875
2.3094814	13.675089	0.88927335
3.1230035	4.7676773	0.625
10.285325	16.19625	0.24260356
5.2601852	14.983966	0.3422222
8.880236	17.32694	0.30177516
4.241426	9.034513	0.41666666
7.747571	23.10276	0.43801653
5.811643	18.376703	0.37414965
5.0880046	18.080158	0.44
9.816306	20.379522	0.23076923
17.03624	25.30489	0.5
5.1206627	12.248513	0.42857143
5.077812	10.096964	0.4186851
7.6037664	7.6037664	1.0
12.881197	39.37585	0.29411766
2.9328592	4.208284	0.5555556
8.281732	9.729022	0.5102041
5.21994	13.659396	0.31412894
2.8888845	2.8888845	1.0
10.312369	17.489052	0.1734694
8.549475	23.994537	0.171875
8.455908	20.699614	0.3125
1.6862308	3.1125655	0.8347107
4.961915	11.3664875	0.5510204
4.5000014	21.327005	0.3422222
7.5399723	10.58563	0.24444444
19.688204	30.005867	0.33333334
14.450878	25.172718	0.22222222
11.119408	11.850471	0.3472222
10.386989	16.811665	0.22222222
10.907956	21.771135	0.28
5.7849674	12.753502	0.2
8.781894	11.832661	0.68
7.229955	12.544258	0.38666666
10.910887	21.628325	0.28395063
5.222714	8.50736	0.28395063
5.9065123	8.291224	0.22
10.593799	19.132692	0.19031142
7.3350816	16.763168	0.44
12.603824	12.603824	1.0
16.645657	30.411045	0.375
7.647926	15.575196	0.1632653
4.732449	9.661879	0.5510204
7.189244	8.717063	0.32871974
11.954224	21.661373	0.16666667
8.001946	16.211777	0.26530612
5.3197956	7.7199774	0.265625
7.5336056	20.688248	0.39506173
4.1705585	4.1705585	1.0
16.422527	30.720829	0.17006803
4.1252594	21.45465	0.42857143
8.3138275	13.926801	0.28
11.064343	25.143097	0.1388889
7.5451283	18.115982	0.23966943
4.1604376	13.154454	0.37
1.6172444	2.8753774	0.52
6.289545	23.788765	0.46666667
10.1112385	10.1112385	1.0
6.704087	9.211198	0.2244898
4.6403246	11.500974	0.44
5.8815384	20.073662	0.25
7.7041807	14.5821295	0.24567474
8.610933	15.648023	0.312
11.909637	29.950836	0.3580247
15.749502	41.319725	0.42011833
8.6342535	13.868775	0.14739229
13.034749	21.80475	0.3372781
14.185174	26.391481	0.265625
7.7990217	9.553417	0.375
4.960257	4.9602566	1.0
8.473881	11.480118	0.25
7.274649	12.428111	0.24444444
11.058524	15.125886	0.3888889
5.8804545	20.133009	0.285
7.826935	19.209133	0.24
9.828989	11.559938	0.28125
8.657632	11.567153	0.33333334
13.26533	24.61352	0.26530612
4.843314	15.969349	0.7278106
5.5959783	6.842558	0.25
3.4564064	8.174773	0.5
9.982933	22.42912	0.19274376
9.808304	13.456123	0.46
14.388262	18.757956	0.375
4.748032	7.38587	0.31944445
