PollenDist	MaxPollenDist	WDivFathers
8.983999	16.388351	0.1875
15.431205	20.01564	0.33333334
11.15433	18.77218	0.2631579
1.7084541	7.5474143	0.45152354
5.5054183	5.836984	0.36
10.139622	19.732597	0.15625
6.299819	17.421555	0.1875
14.901654	16.79004	0.30578512
8.2152	17.401924	0.15555556
14.092175	32.0	0.20661157
9.446182	17.087486	0.25
17.958824	28.718647	0.21875
7.9727545	10.323472	0.2244898
11.129406	20.968197	0.155
6.097263	14.76316	0.29777777
6.6234803	11.907634	0.30612245
13.316885	24.592663	0.1953125
18.154486	36.878246	0.18367347
15.640078	22.627417	0.2
4.956251	10.910702	0.5
9.816938	16.82244	0.1570248
12.876659	32.0	0.11157025
7.525295	19.3177	0.16955018
6.723897	19.18593	0.4375
16.526503	16.526503	1.0
13.460939	28.5068	0.28
10.991592	19.195063	0.21428572
11.001046	24.146486	0.2777778
4.665783	13.717902	0.3984375
13.90997	26.113121	0.1875
8.449856	19.998537	0.13573407
6.6951137	15.105485	0.15625
7.101566	20.009903	0.1446281
3.9695046	3.9695046	1.0
4.015845	9.746901	0.3553719
12.284309	18.441284	0.18367347
7.5959773	19.53688	0.78125
4.0118995	14.365713	0.24489796
12.133856	29.943617	0.14814815
3.9446814	4.7783055	0.42857143
9.577352	23.58421	0.2154195
12.598264	21.004185	0.19008264
5.2118025	17.942476	0.3553719
11.064033	11.270253	0.5
4.260225	6.4758534	0.20661157
5.0188994	7.5352917	0.3580247
7.6959424	29.93322	0.18934911
10.934145	32.633785	0.125
6.0058026	8.897073	0.2654321
8.446619	23.672052	0.09090909
9.223743	21.975794	0.24074075
6.2803226	9.003062	0.1875
9.673661	26.299137	0.21428572
3.0942764	6.632459	0.31944445
7.006727	26.386074	0.21107267
10.262261	13.786528	0.2244898
12.528604	27.329128	0.17901234
7.410571	14.565703	0.26222223
14.671322	35.41291	0.26222223
6.766824	9.526685	0.34
5.9387064	13.187397	0.19387755
4.940302	8.382701	0.5371901
3.8814611	15.10659	0.5644444
14.195832	25.827541	0.20661157
8.114806	35.27345	0.14666666
4.889363	11.074523	0.2888889
15.818382	20.494831	0.5555556
3.68252	13.764289	0.41666666
