PollenDist	MaxPollenDist	WDivFathers
6.07705	26.788187	0.23076923
3.7485182	15.708851	0.36094674
8.432947	17.810335	0.18222222
5.534014	27.34046	0.23076923
12.687509	23.12983	0.09375
5.861541	22.627417	0.28395063
6.077841	16.305033	0.4848
16.099653	26.57805	0.09090909
8.633001	17.980196	0.20833333
11.087315	18.124086	0.08916324
16.746578	22.377968	0.1570248
6.4065404	10.016132	0.28125
8.779979	20.570953	0.08033241
9.150703	17.164433	0.12962963
4.7489343	18.055231	0.25619835
6.07362	13.710788	0.34
8.676382	23.34008	0.091836736
7.3878617	14.483978	0.15
6.281096	14.453476	0.24
10.824549	19.965912	0.20987654
9.66497	19.909575	0.1015625
10.85602	21.116098	0.1
7.0355396	13.00273	0.33333334
12.202308	26.181261	0.15555556
9.123259	12.743493	0.1570248
9.1406765	28.269484	0.21777777
8.271251	23.880241	0.20661157
9.699536	26.361717	0.11418685
11.215167	26.344751	0.14666666
4.619492	8.503086	0.31555554
7.538586	10.502523	0.24652778
8.968724	27.957962	0.1570248
4.1814556	11.443814	0.1640625
6.4817357	14.514958	0.14285715
3.9642358	9.042057	0.30177516
4.4121814	12.974263	0.19111112
7.741516	23.156475	0.3469388
6.9683	19.488174	0.13865931
5.066861	18.80221	0.15570934
7.1391234	20.126877	0.155
5.3657703	20.827635	0.2928994
10.226629	18.965433	0.171875
9.2477255	17.814928	0.16666667
7.0081453	11.799998	0.11
9.243002	20.871119	0.09375
4.026771	4.026771	1.0
6.1842356	11.794523	0.1966759
7.3944144	21.205908	0.17901234
7.4518676	14.746869	0.16068053
7.2427583	10.208817	0.184
15.713475	18.484976	0.3888889
7.646895	15.515101	0.20408164
6.85086	19.045946	0.18518518
7.0300384	17.178999	0.1570248
7.5213532	22.297768	0.1388889
11.470614	35.456482	0.0784
7.162259	13.752528	0.20661157
10.145117	14.805874	0.1648
3.0931854	11.956837	0.5644444
6.9492135	15.189827	0.11111111
6.7511263	22.018143	0.234375
6.7763686	20.645657	0.11911357
8.023577	14.98026	0.12
7.8194113	11.911874	0.2299169
5.492356	15.994387	0.40642723
5.7263074	10.623616	0.2244898
10.146914	18.470234	0.1
1.8953806	3.0145693	0.4074074
4.6980543	16.933628	0.1800554
7.5992584	22.627148	0.171875
7.601646	21.755684	0.26530612
16.319448	31.512707	0.338843
5.104804	15.891013	0.2834467
12.214326	26.285578	0.115
5.2605824	16.146984	0.19031142
10.32985	13.5592785	0.20408164
6.1071777	12.9228945	0.17958412
7.052485	17.382328	0.13777778
10.982854	16.256449	0.5
8.673494	15.391971	0.14739229
9.442784	18.842203	0.5555556
9.544502	16.181255	0.0859375
7.6714582	21.322891	0.20661157
10.654209	21.541712	0.14049587
3.1351311	11.992697	0.31944445
4.644629	14.965051	0.6512
5.1152954	19.906204	0.24489796
8.491377	22.45107	0.1570248
9.723616	24.285767	0.215
7.1384706	13.525877	0.125
12.717298	23.788347	0.11
5.318689	17.36636	0.155
7.439947	18.834381	0.14049587
7.657686	24.90016	0.16319445
8.123552	25.805641	0.25
3.573901	4.6014905	0.19753087
9.260187	38.943066	0.19113573
7.3642163	13.75709	0.36363637
5.3517237	16.04505	0.17451523
9.599826	32.595592	0.109375
9.690507	28.161028	0.18055555
6.7899537	7.614289	0.375
7.8939404	23.728102	0.106575966
9.8575325	27.460155	0.11111111
4.3692136	12.149671	0.17333333
11.867423	21.32249	0.1597633
5.927939	13.712523	0.1388889
6.560241	13.681739	0.12802768
10.945704	29.512938	0.1966759
8.900943	17.77676	0.33333334
6.5619574	16.427708	0.295
4.7714543	14.663387	0.21893491
3.836158	10.169269	0.2231405
7.928186	13.337709	0.24793388
7.1971793	16.186176	0.14863259
9.882233	20.450275	0.5555556
10.945055	14.506338	0.2
8.538348	13.913975	0.338843
13.1655855	26.783882	0.19008264
5.9388714	16.356426	0.2299169
7.350168	15.553859	0.12847222
5.648369	8.690875	0.5
6.215658	22.331306	0.28395063
21.086323	35.51942	0.11
9.330678	26.038528	0.18192628
10.455896	12.291035	0.5
6.9126616	10.703241	0.19008264
6.8449006	25.35477	0.155
5.9031587	17.994955	0.13867188
7.0888886	8.588567	0.36
6.6701183	22.198166	0.1694215
11.713305	19.96411	0.18222222
10.475678	22.278696	0.18367347
3.4704502	10.399236	0.33333334
7.9290824	25.161552	0.2345679
4.202553	13.913127	0.1456
10.378371	20.846441	0.091412745
8.081308	15.977229	0.11570248
7.8261285	20.178038	0.22902495
6.284476	15.240553	0.36
4.7712092	15.537563	0.1734694
7.1345425	16.701431	0.16099773
6.1075015	26.165436	0.16049382
6.504026	21.07517	0.18518518
7.9482136	34.70882	0.088757396
4.970254	8.059394	0.24260356
6.123192	9.870057	0.34
13.238133	27.878054	0.10726643
11.524724	25.792112	0.12
6.7404666	13.63045	0.1570248
6.76042	13.98224	0.17355372
8.308774	14.143015	0.13609467
6.578953	21.49848	0.1800554
5.4423537	15.625242	0.23966943
9.64133	19.625378	0.19723183
5.5680265	27.162779	0.24385633
10.74036	24.47582	0.3888889
7.7489853	13.134266	0.1875
9.55609	24.664139	0.18367347
4.126653	7.2591734	0.46875
9.482146	10.644426	0.25
5.3609066	14.51126	0.11153119
7.975928	19.479843	0.11805555
6.160543	15.4575815	0.2244898
8.215193	26.777409	0.2109375
4.8861833	19.15521	0.2644628
2.9026453	5.0471735	0.37950137
5.8031754	11.707894	0.18367347
11.748252	33.4883	0.17159763
7.5893617	14.301405	0.12
8.654355	21.154076	0.15
6.7134995	11.257945	0.15277778
6.346936	10.009239	0.2781065
10.013014	33.05039	0.10204082
8.925999	16.66142	0.33333334
7.9012427	21.245316	0.1328125
3.96866	8.622342	0.2013889
4.0809007	10.464812	0.30578512
7.771369	17.30239	0.26530612
9.178815	17.45467	0.136
3.2662256	8.834676	0.20408164
10.307945	32.449516	0.099609375
4.9580894	9.906502	0.13043478
3.0563824	12.877051	0.2654321
8.576249	25.682957	0.175
11.055582	30.285048	0.115311906
6.051149	15.341634	0.25761774
3.0351377	6.049873	0.1875
4.317346	14.043629	0.31487888
10.29259	12.049943	0.33333334
8.146282	44.41596	0.21995465
7.9248714	24.19183	0.15625
6.2990274	17.799246	0.1953125
4.892059	14.390075	0.1824417
3.7395055	17.787449	0.36842105
11.689786	21.925814	0.11111111
5.315971	16.16894	0.19
4.8439445	10.64126	0.25
6.6554646	15.165692	0.38016528
10.092475	16.954054	0.19135803
6.64107	8.368291	0.37716264
3.0565393	8.053722	0.34710744
3.7193177	19.274897	0.30321047
5.118144	18.01269	0.23251417
8.616546	15.25224	0.25443786
8.149613	12.029008	0.26530612
7.8510246	15.385483	0.16553289
4.73444	11.77636	0.24
4.0723457	18.021013	0.25207755
4.711155	16.77313	0.36094674
4.66582	17.111916	0.48444444
5.217302	14.586501	0.16897507
2.9463363	7.882851	0.29777777
6.992707	13.482169	0.1484375
7.2680726	22.466253	0.1
4.57654	9.348015	0.17
8.801924	14.328866	0.24489796
6.37709	14.594566	0.125
3.5233698	8.776058	0.19092627
6.699014	13.989638	0.28395063
8.312376	25.875793	0.13
7.0151763	14.402605	0.24
4.785979	17.689281	0.3580247
2.9187093	7.204606	0.20181406
12.2922	22.589722	0.1484375
8.034347	13.691107	0.14285715
12.600961	22.40629	0.19274376
8.796307	23.174908	0.14197531
7.8133583	28.358385	0.19031142
5.975348	11.2011795	0.19723183
9.323222	11.886977	0.25
4.425979	25.557531	0.31555554
6.981898	18.019068	0.155
6.384577	22.238623	0.2249135
4.772738	22.689978	0.1446281
4.057632	15.816274	0.17455621
6.4716206	14.163054	0.1264
3.7778406	8.140108	0.35640138
8.553365	15.227442	0.15789473
5.719925	10.660297	0.2638889
2.1770267	4.3966994	0.70247936
7.5374117	12.892355	0.2
6.557104	17.373495	0.25623584
7.888858	18.700636	0.26984128
7.7118244	19.541452	0.14666666
1.7903932	7.0377884	0.41333333
6.4282317	10.795072	0.3472222
6.764572	20.090946	0.29752067
7.3416157	23.064861	0.14666666
4.3197017	13.820887	0.34948096
7.964315	28.9075	0.32444444
5.8824253	24.669981	0.2037037
10.610578	23.07263	0.11111111
6.645331	13.124733	0.16666667
9.004881	25.84552	0.15625
7.0093517	16.791473	0.19008264
9.4676285	25.671871	0.12465374
5.761833	10.551197	0.1796875
4.844726	14.064223	0.2892562
10.281849	21.497038	0.17355372
2.7352197	14.416643	0.7048611
9.656049	24.211609	0.13777778
5.668447	10.03181	0.25
5.1158686	19.92224	0.155
6.3395033	21.195993	0.20987654
6.8290076	11.566176	0.22222222
5.3790994	13.710788	0.30555555
6.1906805	13.496791	0.26530612
8.441456	16.994902	0.109375
18.898462	38.69987	0.16666667
3.6121848	14.831894	0.19387755
6.555859	8.672515	0.33333334
11.897852	18.774118	0.24
5.655529	16.716673	0.19031142
12.0394745	26.350264	0.203125
6.7725863	17.523308	0.17355372
7.609775	14.502052	0.17333333
