AMT, Density, Average Pollen Distance, SD for Pollen Distance, SE for Pollen Distance, Average Max Pollen Distance, SD for Max Pollen Distance, SE for Max Pollen Distance, Average Weighted Diversity of Fathers, SD for Weighted Diversity of Fathers, SE for Weighted Diversity of Fathers
45, 0.15, 5.59936887987029, 1.5319383446518, 0.0192402316389755, 12.2842392138722, 2.31181413435588, 0.0438160831564055, 4.86874426983049, 1.44452064071428, 0.0171070540091398
45, 0.1, 6.48894606064783, 1.59689029250093, 0.0253214375911842, 15.2456656504062, 2.54500198509529, 0.0643153219150442, 5.13586731948749, 1.44425787731822, 0.0207122694277688
60, 0.01, 8.33177473434834, 2.13123054295957, 0.156347031409181, 11.9108826115758, 2.56847080033735, 0.227079559092683, 1.77757262428504, 0.914414765575455, 0.0287816201472177
60, 0.03, 7.01003175775734, 1.78033314580655, 0.0579457729545345, 13.6510666276403, 2.62214581529924, 0.125699306881264, 3.13153575569976, 1.20703132030796, 0.0266352197503023
60, 0.05, 6.58872070624089, 1.66131439958263, 0.0387194394484707, 14.2399230126175, 2.57967848075858, 0.0933590802050617, 3.92061879052464, 1.32021141511561, 0.0244518864084648
60, 0.07, 6.23336484927117, 1.55863932452219, 0.0287886145987944, 14.1177346056256, 2.50617195343923, 0.0744305516958284, 4.47269166071064, 1.39611101347667, 0.023097736008705
60, 0.15, 5.12049178300475, 1.46083578157669, 0.0174986081821528, 10.9853663001869, 2.21182206047714, 0.0401144721375878, 4.68005009050934, 1.42959373802775, 0.0167581466037828
60, 0.1, 5.9225631791518, 1.51634590244032, 0.0228213930144963, 13.5338143366663, 2.39983123428334, 0.0571619438556718, 4.88679690116019, 1.42560266663012, 0.0201717038853698
90, 0.01, 6.65959007730053, 1.90930361282994, 0.132935529079609, 8.76722698408245, 2.21702741866997, 0.179239287188086, 1.55275128059894, 0.864079768202972, 0.0272269348930598
90, 0.03, 5.69729605293634, 1.63760697366406, 0.0496111452182855, 10.1973573218275, 2.3107202661926, 0.0987767291197785, 2.61521201333679, 1.13599044890169, 0.0238731240161573
90, 0.05, 5.45372520902081, 1.53236681047702, 0.0330593940278528, 11.0871689831516, 2.32822609937643, 0.0763167243552344, 3.2929875819744, 1.24577338857276, 0.021849802399048
90, 0.07, 5.21259387386522, 1.46920537166099, 0.0256048276771216, 11.1820190724258, 2.275406402487, 0.0614150477432541, 3.84416087159094, 1.3189885161533, 0.0206366344351251
90, 0.15, 4.3965507702185, 1.35015665087287, 0.0150168386257919, 9.0369753873358, 2.02190127289528, 0.0336767431751882, 4.18804958354795, 1.36096248926462, 0.0152581719331563
90, 0.1, 4.93269763478777, 1.41749007454976, 0.0199861397732416, 10.6979418843583, 2.16102240019351, 0.0464523194898455, 4.24958710939507, 1.37337536573895, 0.0187614920432157
