SDA, Density, Average Pollen Distance, SD for Pollen Distance, SE for Pollen Distance, Average Max Pollen Distance, SD for Max Pollen Distance, SE for Max Pollen Distance, Average Weighted Diversity of Fathers, SD for Weighted Diversity of Fathers, SE for Weighted Diversity of Fathers
10, 0.1, 6.71032493411764, 1.62433400107638, 0.0261683064893627, 15.755107859221, 2.57889995523779, 0.0659620184352621, 5.15352354257548, 1.44287847763339, 0.0206483074486291
15, 0.01, 9.17952807147807, 2.16686412410882, 0.159552793513103, 13.5218788356813, 2.69387553053398, 0.24660172198015, 1.90496669582951, 0.960829523046152, 0.0313713878474979
15, 0.03, 7.74820631702624, 1.82791622353993, 0.0608713605648872, 15.2580538654166, 2.67709405446769, 0.130565276637237, 3.23949718250436, 1.20057578940899, 0.0262590854585717
15, 0.05, 7.17812941923303, 1.71395692440461, 0.0411959314893919, 15.573655332999, 2.67480998897534, 0.100332213618846, 4.12287291325369, 1.32617280105568, 0.0246635026746811
15, 0.07, 6.8438311411331, 1.64486499725419, 0.0320597058349463, 15.6317172774993, 2.63197952057812, 0.0820850423814539, 4.68340428040375, 1.40907852995317, 0.0235271548329298
15, 0.15, 5.39327531111588, 1.47999277655243, 0.017980519731828, 11.7337738835943, 2.25002749016698, 0.0415583884332674, 4.8310852015329, 1.43492274752891, 0.0169020775647205
15, 0.1, 6.26579732930793, 1.55989896535204, 0.0241428666590542, 14.6144034388797, 2.47997468396441, 0.0610225554554671, 5.07486661725742, 1.43216190591098, 0.0203507365059081
20, 0.01, 8.7661626277322, 2.16194439878742, 0.162334854370252, 12.4201495288661, 2.61806703312603, 0.238058810276924, 1.81825389090043, 0.939261103695386, 0.0306404691355336
20, 0.03, 7.10046590613772, 1.76919411586211, 0.0570895322128903, 13.7773151957585, 2.60272570340803, 0.123555565819389, 3.09637300603928, 1.19504914413515, 0.0260481594840534
20, 0.05, 6.73783940893223, 1.64350060130029, 0.0379121948634517, 14.5207061461209, 2.55995662603354, 0.0919823301807283, 3.99197494594732, 1.31963756307192, 0.0244426636454994
20, 0.07, 6.45430443164698, 1.5931630786198, 0.0300886357308819, 14.5342593154637, 2.54802441151246, 0.0769642779306909, 4.54677911924986, 1.40558116872458, 0.0234203774720406
20, 0.15, 5.16489140475297, 1.44599603835987, 0.0171305071805008, 11.1534137104853, 2.21792622213988, 0.040302334764985, 4.67665138316816, 1.42486588087096, 0.0166335132858977
20, 0.1, 5.96362490146342, 1.51572526422463, 0.022821833315418, 13.6841315919666, 2.39247070081262, 0.05685946982577, 4.90550164859413, 1.42706488923715, 0.0202300516811969
30, 0.01, 7.44419387363095, 2.1025099456814, 0.152523398884499, 10.1713379037381, 2.46370831748945, 0.209430021038643, 1.65615352693225, 0.874586268423537, 0.0263915966823559
30, 0.03, 6.49062285954182, 1.70086996564327, 0.0529062074517353, 12.3729820294415, 2.50381799172726, 0.114648906663619, 2.88071803807244, 1.15640653832052, 0.0244560032171813
30, 0.05, 6.09257274659356, 1.60683776378188, 0.0362932525847452, 12.967552432215, 2.48264620613528, 0.0866386146827499, 3.66797271783866, 1.29140195960072, 0.0234425425793227
30, 0.07, 5.85157789791754, 1.5141081198471, 0.0271938450901624, 12.9321574321302, 2.39593677190097, 0.0680937964527462, 4.28764292368536, 1.37111476354468, 0.0222999791289147
30, 0.15, 4.82691186499462, 1.40635784368581, 0.0162314642666885, 10.2584046581634, 2.14174087734964, 0.0376443560124128, 4.4986130946183, 1.40273935241124, 0.0161480461623132
30, 0.1, 5.5096699246149, 1.47042284260525, 0.0214705955045321, 12.4255381584736, 2.31314273781343, 0.0531330166815258, 4.67361222551188, 1.41162166194627, 0.0197877418979148
